date,temp,lowest temp,highest temp,rainfall,wind speed,dew point,humidity,sunshine,snowfall,watt
20180711,19,18.5,19.6,23.2,0.8,18.5,97.6,0,0,1027.537833
20180712,26.2,18.9,34,0,1.3,21.5,77.5,4.9,0,1016.504297
20180713,28.3,23.9,34.6,0,1.6,21.7,68.4,9.4,0,1025.883051
20180714,27.1,24.1,31.8,0,1.4,21.5,71.9,10.8,0,1004.470726
20180715,28.8,25.3,33.6,0,1.7,21.5,65.1,10.4,0,1010.923977
20180716,28.4,24.9,32.9,0,1.5,21.6,67.3,10.7,0,1032.182461
20180717,29.9,23.9,33.7,0,1.7,20.2,56.9,10.7,0,1018.066119
20180718,25,22.3,28.4,0,1.4,22.1,84.5,10.9,0,1018.588264
20180719,26,21.9,31.3,0,1.9,22.5,82.9,10.1,0,1016.521966
20180720,28.1,22.8,34.9,0,1.4,22,71.6,10.6,0,1010.608943
20180721,29.6,23.7,34.8,0,1.7,21.9,65.4,11.9,0,1024.134537
20180722,29.3,23.4,35.4,0,1.3,21.4,64.6,13.8,0,976.4409239
20180723,28.8,26,32.1,0,1.1,23.6,74.1,9.8,0,1024.097838
20180724,28.5,25.2,33.2,0,1.3,25.2,83,13.4,0,1024.943763
20180725,29,25.9,32.8,0,1.5,25.9,84.3,9.1,0,1003.787511
20180726,30.6,27.2,34.7,0,1.8,24.7,71.4,13.3,0,1046.944301
20180727,29.4,25.6,33.4,0,1.2,25.6,80.9,11.2,0,1016.505739
20180728,27.9,26.5,30.6,0.1,1.3,25.8,88.9,5.6,0,1001.624264
20180729,27,25.4,28.8,0,3.1,24,83.9,3,0,1000.96511
20180730,25.8,23.5,28.7,3.6,1.8,23.7,89,5.5,0,977.3194795
20180731,27.3,23.3,30.9,0,1.7,23.7,81.5,13.5,0,1029.815955
20180801,28,24,31.7,0,1.2,25.1,84.8,13.4,0,1038.615133
20180802,28.2,25,31.5,0,1.2,25,83.6,4.7,0,1097.893655
20180803,28.8,25.8,32.1,0,1.3,25.6,83.5,12.3,0,1059.382236
20180804,32,27.2,37.3,0,1.4,25,67.9,12.7,0,1107.993442
20180805,31.2,26,38.7,68.5,1.6,23.9,67.9,11.8,0,1081.71602
20180806,24.5,23.2,26.7,226.2,2,23.9,96.9,0,0,1078.612216
20180807,25.7,23.1,28.5,0.1,1.9,23.4,87.9,0.6,0,1094.310477
20180808,25.8,24.5,28.1,0.9,1.2,24.1,90.5,0.5,0,1079.530224
20180809,25.1,23.5,27.4,13.3,1.2,23.2,89.6,0.3,0,1058.436135
20180810,24.3,23.3,26.5,7.8,0.8,23.3,95.1,2.1,0,1057.360023
20180811,26.3,23.3,29.9,0,2,23.6,85.8,11,0,1109.660508
20180812,25.9,22.3,29,0,1.2,23.7,88.1,6.3,0,1074.182732
20180813,26.5,24.3,29.4,2.4,1,24.7,90.1,2.3,0,1113.68092
20180814,28.6,24.9,33.4,0,1.4,24.8,80.9,10.2,0,1089.103699
20180815,27.4,25,29.8,17.6,2.2,25.4,89,8.3,0,1047.316376
20180816,24.5,19.7,26.8,5.9,2.8,20,77,4.7,0,1097.501669
20180817,22.8,18.7,26.4,0,1.9,17.8,74.9,11.2,0,1114.746567
20180818,23.1,17.2,28,0,1.9,17.8,73.6,10.6,0,1086.581797
20180819,23.8,20.2,27.7,0,1.2,19.9,79.8,4.2,0,1099.86253
20180820,24.2,20.3,27.9,0,1.5,20.6,81,7.8,0,1077.034707
20180821,26.9,23.4,31.3,0.1,1.7,19.9,66.3,3,0,1091.228922
20180822,25.6,22.4,28.9,0,1.2,20.3,73,11,0,1120.088699
20180823,24.9,22.5,26.8,2.3,2.2,22.7,88.4,0,0,1082.279411
20180824,22.8,20.1,24.9,97.2,4.4,21.8,94.8,0,0,1086.947063
20180825,24.5,19.7,28,0,1,18.5,70.6,2.9,0,1073.627989
20180826,25.1,21.7,29.9,0,1.3,18.8,68.5,8.3,0,1086.541975
20180827,22.7,19.6,26.2,0.6,1.1,20.2,86.6,3.7,0,1085.13828
20180828,22.3,19,26.1,17.7,1.5,20.2,88.6,4.2,0,1099.972383
20180829,22.1,20,26.7,164,1.5,20.3,90.6,0,0,1078.870104
20180830,26.4,23.3,31.2,0,1.5,21,72.8,8.2,0,1108.649089
20180831,24.4,21.5,27.7,0.4,1.3,20.1,77.8,9,0,1086.950226
20180901,22.5,20.2,25.6,0,1.8,18.1,76.9,8.9,0,1131.768777
20180902,20.7,16.8,24.6,0,1.3,16.4,76.6,8.5,0,1116.294506
20180903,20.5,18.9,22.8,14,1,18.9,90.9,0,0,1121.529318
20180904,22.4,19.7,25,3.4,1.5,18.6,81.1,8.3,0,1136.557167
20180905,25.1,21.8,29,0,2.7,12.1,45.1,12.3,0,1128.912258
20180906,24.5,19.4,28.3,0,1.1,15.3,57.5,7.3,0,1130.172711
20180907,22.5,18.1,26.9,0,1.7,15.1,63.9,5.6,0,1102.42261
20180908,20.3,15.9,24.9,0,1.3,12.2,60.5,12.2,0,1155.519547
20180909,19.7,15.6,24.7,5.7,2.3,15.1,75.6,9.3,0,1097.497534
20180910,19.8,14.9,23.2,0,2.3,13.5,68.4,7.9,0,1116.957504
20180911,18.8,14.1,23.9,0,1.8,13.3,71.3,6.6,0,1118.001644
20180912,18.8,15.5,23.1,0,1.2,14.5,76.8,2.6,0,1118.926837
20180913,19.3,15.9,23.2,0,1.2,16.5,84.3,3.8,0,1119.217827
20180914,20.8,16.7,24,0.1,1.3,18.4,86.8,0.5,0,1146.030782
20180915,21.4,19.2,24.3,0.4,1.4,19.3,88.8,0.6,0,1124.408962
20180916,21.7,20.2,23.4,0.6,1.1,19.9,90,0.1,0,1111.569424
20180917,21.6,16.1,24.4,0,1.8,15.4,69.1,10.8,0,1102.618596
20180918,20,15.8,23.6,0,1.7,15.8,77.4,7.4,0,1125.229348
20180919,20.4,15.4,24.3,0.3,1.4,17.2,82.5,9.3,0,1108.703351
20180920,18.3,16.7,19.8,17.2,0.9,17.2,93.6,0,0,1114.724497
20180921,17.6,15.9,18.7,24.4,0.9,16.7,95.1,0,0,1091.173697
20180922,22,15.5,26.8,0,1.6,11.6,54.5,10.6,0,1147.532335
20180923,19.8,15.3,25.1,0,1.4,8.8,50,6.1,0,1146.893195
20180924,17.7,13.1,23.2,0,1.4,7.8,54.8,10.5,0,1135.513888
20180925,17.9,12.6,21.5,0,1.8,10.8,63.9,9.8,0,1171.138197
20180926,17.5,14.1,21.5,0,1.5,9.9,62.4,6.3,0,1109.706656
20180927,17.2,13.3,21.6,0,1.7,10.5,65.4,9.6,0,1129.547882
20180928,16.4,12.7,20.2,0,1.5,11.5,73.4,1.6,0,1126.960736
20180929,17.6,12.8,22.2,0,1.4,13.8,79,9.2,0,1110.364011
20180930,18.6,14.7,23.7,0,2,11.4,65.4,10.4,0,1130.935119
20181001,16.4,13.1,19.5,0,2.9,4.4,46.1,10,0,1027.496569
20181002,16.3,10.5,21.3,0,1.6,8.3,60,11,0,1014.419294
20181003,16.9,12.8,21.9,0,1.4,9.1,61.3,10.9,0,1031.592874
20181004,17.2,12.3,20.6,0.3,1.7,13,77.3,4.4,0,1019.057397
20181005,15.3,13.6,18.7,25.9,1.7,13.7,90.5,0,0,985.0882494
20181006,16,14.3,17.3,130,3.4,15.1,95.1,0,0,1010.272149
20181007,19,14,23.8,0,1.3,10.3,59.3,8.9,0,984.4115582
20181008,15.5,11.1,19.8,0,1.9,3.1,44.5,10.4,0,1032.914107
20181009,16.5,11.2,21,0,1.4,7.2,55.3,7.8,0,1010.406806
20181010,14.2,9,18.3,0,2.4,3.7,50.8,9,0,1025.071016
20181011,11.1,7.7,15.4,0,2.2,-1.6,41.5,9.9,0,1021.801847
20181012,11.3,6.6,16.4,0,1.5,3.1,58.8,10.6,0,1039.186291
20181013,13.2,7.6,18.8,0,1.4,6,62.8,10.3,0,1029.610892
20181014,15.1,7.7,19.8,0,1.5,4.3,50.6,10.5,0,1034.957317
20181015,15.7,11.4,21.1,0,1.2,8.1,61.8,9.5,0,1040.234733
20181016,14.6,11.3,18.4,0,1.4,8.4,66.8,4.6,0,1040.858652
20181017,11.6,10.5,14.6,41.5,1.3,10.3,92.1,0,0,1020.979894
20181018,12.2,9.9,14.2,59.4,3.1,8,76.8,0,0,1012.547115
20181019,12.2,7.2,17.2,0,1.5,6.5,69.4,9.4,0,1035.84993
20181020,12.9,6.7,18.5,0,1.2,6.5,66.3,10.2,0,1027.111684
20181021,14,8,19.1,0,1.2,6.6,62.3,9.9,0,1000.332209
20181022,13.4,8,19.2,0,1.1,8,70.8,6,0,1006.372493
20181023,14,8.8,18.2,0,1.6,5.7,57.9,3.8,0,1040.582231
20181024,13.2,9,18.2,0,1.4,4.2,55.8,9.9,0,1025.930318
20181025,14.1,8.3,20.4,0,1.7,5.5,57.1,9.5,0,996.9965928
20181026,13.6,9.1,18.5,0,1.5,5.7,59.3,0.7,0,1018.570996
20181027,10,7.2,13.2,0,3.8,-3.7,38.6,9.8,0,1039.71352
20181028,8.8,4.7,14.4,0.5,2.4,0.7,58.4,4.4,0,1031.560654
20181029,8.7,5.3,13,0,2.5,-3.7,41.9,7.9,0,1000.438252
20181030,7.2,0.3,11.7,0,1.6,-2.8,49.6,10.1,0,1003.020954
20181031,7.3,2.9,12,0,1.4,-1.9,53.1,10.1,0,1038.328856
20181101,9.7,5.7,15.9,0,1.5,0.2,52.6,10.1,0,998.7030354
20181102,11.8,7.3,18.2,0,1.7,2.8,54.8,10,0,1015.245988
20181103,12.9,7.2,19.1,0,1.5,3.9,55.3,9.9,0,986.8900748
20181104,13,6.5,19.2,0,1.1,4.5,57.9,10,0,989.0441728
20181105,13.2,8.8,16.4,0,1.5,9,76.1,3.2,0,1014.025735
20181106,13.5,10.7,17.4,9.8,2,10.6,83.3,4.5,0,999.7417147
20181107,11,9.9,13.7,152.8,2.9,10.3,95.4,0,0,994.8063926
20181108,11.2,10.1,13.8,27.8,1.1,10.5,96.3,0,0,1010.928916
20181109,14,11.3,16.7,0.3,2.5,4,51.5,5,0,1012.38864
20181110,13.5,8.7,17.9,0,1.6,2.7,48.6,8.8,0,1001.514554
20181111,10.1,6.3,14,0,1.3,3,62.3,2.8,0,1009.863353
20181112,8.2,5.5,10.7,0.2,1.3,3.2,73.3,1.9,0,1007.136496
20181113,8.5,6.3,11.1,10.9,0.9,6.4,87.3,0,0,1022.385949
20181114,8,4.9,11.8,4.7,0.9,5.9,87.6,1.2,0,1013.338931
20181115,9.6,4,15.5,0,1.4,4.4,71.1,8,0,1019.612323
20181116,11.5,8.4,14.3,0,1.5,3.6,60.3,0.4,0,1005.094053
20181117,8.4,4.3,12.2,0,1.3,3.3,70.5,6.7,0,1012.13502
20181118,8.6,4.5,12.3,0,1.1,-5.6,36.6,4.7,0,1002.003138
20181119,7.4,4.4,12.1,0,1.5,-2.6,49.8,8.2,0,1019.112142
20181120,8.4,2,13.3,0,1.4,-7.1,32.9,8.8,0,1000.410834
20181121,8.3,4.4,12.1,0,1.9,-2.6,47.1,0.8,0,1016.9629
20181122,4,1,8,0,2.8,-14.7,24.4,9.2,0,1014.672103
20181123,1.9,-1.9,6.2,0,1.3,-13.3,31.9,8.3,0,1013.777922
20181124,4.2,1.9,6.9,0.9,1.3,-2.9,63,1.4,0,1000.113279
20181125,8.1,3.3,12,0,1.7,-1.6,50.8,8.9,0,968.4916115
20181126,8.7,2.6,13.8,0,1.3,-1.6,49.8,9.1,0,1011.968259
20181127,11.1,5.6,13.8,0,2.5,-0.8,44.4,4.9,0,1017.721412
20181128,5.9,2.6,10.1,0,1.6,-9.4,33.5,6.2,0,1014.935206
20181129,6.2,2.2,10.3,0,2,-8.8,33.4,3.7,0,1018.098886
20181130,5.1,0.5,9,0,1.4,-8.5,37.6,9,0,976.5256611
20181201,6.2,2.2,10.2,0,1.7,-3.3,52.3,8.7,0,1015.247065
20181202,7.4,1.5,12.7,0,1.2,0.9,63.9,3.3,0,1080.44379
20181203,9,6.8,11.4,2.4,1.2,6.1,83.8,0.1,0,1047.083923
20181204,9.2,3.9,11.5,7.1,1.5,6.3,83.9,0,0,1058.075999
20181205,3,-0.6,6.9,0,1.2,-6.5,49.9,3.9,0,1076.599217
20181206,3.7,1.7,6.9,0.6,2.3,-3,64.4,3.3,0,1091.112746
20181207,-4.5,-7.4,1.8,0,2.9,-23.1,22.3,8.7,0,1060.414185
20181208,-6,-8.6,-2.2,0,3.4,-25.6,19.8,9,0,1074.721296
20181209,-4.2,-9.8,1.2,0,1.2,-20.5,27.4,8.8,0,1059.608287
20181210,-1.6,-6.1,3.4,0,1.9,-14.5,38.6,8.8,0,1023.822284
20181211,0,-1.9,2.3,0.3,1.4,-3.9,76.3,0,0,1070.387021
20181212,-0.2,-3.4,4.1,0,1.6,-12.3,41.4,8.7,0,1069.834009
20181213,-0.4,-3.7,3.4,0,2.1,-11,45.1,6.2,0,1072.020283
20181214,-2.1,-6,2.3,0,1.7,-13.3,42.3,8.8,0,1081.143121
20181215,1.4,-4.2,7.5,0,1.4,-13.3,33.4,8.9,0,1070.609461
20181216,4,1.5,8.1,0,2,-5,52.3,1.7,0,1086.548328
20181217,4.2,1.2,6.9,0,2,-11.2,32.8,8.6,0,1070.891446
20181218,4.3,0,7.6,0,1.9,-10.4,34.3,6.6,0,1058.524896
20181219,7.3,5.4,10.4,0,2.1,-9.6,30.6,8.2,0,1076.078489
20181220,4.9,0.7,9.5,0,1.2,-9.4,35.8,7.7,0,1045.840795
20181221,5.6,0.5,10.1,0,1.2,-2.2,59.1,7.3,0,1046.122205
20181222,7.1,3.7,11.6,0,1.2,-0.3,60.3,7.8,0,1054.352209
20181223,5.3,-1.4,10.4,0,1.8,-8.1,41.8,7.6,0,1061.036119
20181224,1.1,-3.2,5.3,0,1.5,-19.1,20.6,8.9,0,1071.348869
20181225,2.8,-2.7,5.4,0,2,-8,44.9,4.3,0,1031.79524
20181226,2.9,-1.3,6.6,0,1.7,-15.1,27.9,8.2,0,1065.290353
20181227,-5.8,-9.3,-1.2,0,2.9,-30.1,13.1,8.9,0,1078.551279
20181228,-5.8,-11.4,0,0,2.6,-25.2,21.3,8.8,0,1056.279338
20181229,-4.7,-8.5,-0.3,0,2.4,-25.2,18.8,8.9,0,1068.634895
20181230,-3.7,-8.9,1.6,0,1.6,-18.7,30.6,8.8,0,1055.004508
20181231,-0.7,-5.6,4.8,0,1.3,-18.1,26.1,8.5,0,1049.7226
