date,temp,lowest temp,highest temp,rainfall,wind speed,dew point,humidity,sunshine,snowfall,watt
20170810,23,22,23.9,74.9,0.9,22.5,97.6,0,0,1067.501023
20170811,23,21.6,25.3,54.4,1.3,21.5,91.9,0.2,0,1085.987592
20170812,23,20.8,27.1,0.7,0.9,20.4,85.8,2.6,0,1078.790525
20170813,23.5,20.3,27.3,0,0.7,20.4,83.3,3.7,0,1064.054354
20170814,23.5,21.3,25.4,1,2,20.9,86,0,0,1071.478848
20170815,21.4,19.2,24.3,65.3,2.1,20.5,95.3,0,0,1119.147344
20170816,21.3,19.4,23.7,18.4,0.7,19.8,91.6,0,0,1063.059349
20170817,21.2,20.3,22.1,24.3,0.6,20.9,98.5,0,0,1106.534696
20170818,21.9,20.8,23.6,89.4,1.1,21.4,97.5,0,0,1063.527561
20170819,21.7,20.9,23.2,4.4,0.5,21.2,97.6,0,0,1072.150643
20170820,21.7,21,22.5,31.1,0.5,21.3,98.3,0,0,1078.122049
20170821,22.7,21.7,25.8,18.6,0.9,22.1,96.8,2.1,0,1068.259177
20170822,26.3,21.8,32.4,0,1.1,22.2,80.1,9.1,0,1104.775294
20170823,26,24.1,28.5,5.2,1,22.5,82.5,0,0,1071.922873
20170824,28.3,24,31.4,20,2,22.1,70.1,2.5,0,1055.214941
20170825,25.6,21.8,30.5,0,1.5,17.2,61.1,8.8,0,1046.049575
20170826,24.9,20.5,29.7,0,1.4,11.4,44.5,12.6,0,1105.75862
20170827,22,17.3,26.9,0,0.9,17.1,74.8,4.4,0,1052.037657
20170828,21.5,18.5,25.4,4.1,0.7,18,81.6,0,0,1072.302868
20170829,19.8,16.4,22.9,0,1.8,13.4,68.4,7.1,0,1057.640931
20170830,20.6,16.4,25.3,0,1.3,12.3,59.8,3.4,0,1064.79324
20170831,20.7,17.2,24.5,0,1.8,14.5,68.4,7.2,0,1067.13728
20170901,20,15.8,24.4,0,1.5,14.9,73.6,12.4,0,1113.728509
20170902,19.9,14.4,24.3,0,1.2,14.6,72.9,12.3,0,1127.135327
20170903,20.4,13.9,25.7,0,1.6,15,72.1,12,0,1102.855597
20170904,21.9,16.4,26.1,0,1.3,17.9,78.9,11,0,1122.791329
20170905,20.4,17.3,23.1,0,0.6,16.8,80.5,0,0,1116.376522
20170906,22.4,18.4,27.1,0,0.6,17.5,74.8,0,0,1093.109698
20170907,22.6,19,27.1,0,1,18,76.3,11.5,0,1115.228687
20170908,23.2,18.7,28.4,0,1.1,19.3,79.4,11.9,0,1121.015054
20170909,23.5,18.4,27.8,0,1,18.7,75.1,11.3,0,1125.118476
20170910,22.9,19.9,25.7,0,1.3,20.4,86.4,1,0,1098.798518
20170911,19.3,17.1,22.2,13.1,1.2,16.8,85.6,0.1,0,1126.210407
20170912,21.2,15.6,25.5,0,1.4,16.2,74.1,11.1,0,1117.56956
20170913,20.3,15.7,24.2,0,1.7,12.7,63.5,11.1,0,1121.271613
20170914,19.7,15.4,23.8,0,1.7,14.3,72,8,0,1124.506516
20170915,20,16.1,25.2,0,2,13.9,69.5,8.8,0,1126.941778
20170916,20.2,15.2,23.7,0,2.5,14.4,69.9,5.8,0,1077.78764
20170917,18.9,16.7,21.7,5.1,1.9,16.1,84.8,0,0,1124.930713
20170918,22.1,14.2,27.5,0,1.5,13.2,59.4,11.2,0,1124.77151
20170919,22.3,15.4,27.9,28.8,2.6,14.4,64.1,6.8,0,1086.857379
20170920,19.9,14.7,24.4,0,1.9,8.6,50.3,11.6,0,1153.275496
20170921,19.4,13.8,24.1,0,1.7,12.5,65.4,11.5,0,1104.94719
20170922,19.6,14.3,24.3,0,1.2,14.1,71.1,10.1,0,1132.474302
20170923,21.5,16.6,25.6,0,1.6,14.2,65,10.4,0,1104.880596
20170924,20.9,14.9,25.8,0,1.4,15.2,71.3,9.9,0,1107.785045
20170925,21.1,16.7,24.8,0,1.8,16.2,74,8.2,0,1096.522425
20170926,21.5,18.2,24.6,0,1.5,18.3,83,9.7,0,1151.956217
20170927,19.5,16.6,22.2,2.1,2.4,17.3,87.1,0,0,1140.896127
20170928,19.6,15.3,25.6,1.4,2.1,9,56.5,10.2,0,1137.980087
20170929,17.9,13.1,22.8,0,2.5,0.6,32,10.8,0,1113.263822
20170930,21.9,15.9,26.4,0,2.2,10.4,48.8,10.5,0,1112.251521
20171001,20.3,17.1,25,0,1.4,9,50.3,0.5,0,999.8787101
20171002,18.8,16.2,21.7,0,2,15.6,82.1,0.6,0,1049.748924
20171003,14.2,11.4,18.2,4.6,1.6,11.7,85.1,0,0,1009.951345
20171004,13.8,11.2,17.1,0,2.1,9.7,76.8,1.9,0,1045.598506
20171005,15.7,10.4,21.1,0,1.9,11.6,77.8,6.4,0,1002.975405
20171006,15.7,13.9,17.3,14.8,1.1,14,90.6,0,0,1043.363993
20171007,18.1,15.9,21,0.2,1.4,16.7,92.1,3.4,0,1032.819741
20171008,18.8,15.8,23.2,0,1,17.2,91.1,7,0,1003.159183
20171009,19.8,16.6,23.2,0,1,18.3,91.4,4.4,0,1033.753987
20171010,16.4,14,19.6,38.8,1.9,15.5,95.3,0,0,1039.993716
20171011,14.7,12.9,17.2,36.5,2.1,12.7,88.5,1.8,0,1024.556172
20171012,12.8,9,14.9,0,1.4,8.7,77.3,0,0,1009.269408
20171013,12.1,7.8,16.2,0,1.9,7.8,75.8,5.1,0,1006.20045
20171014,13.1,8.3,18.3,0,1.5,1.7,48.1,9.7,0,1022.573866
20171015,13.6,8.3,18.4,0,1.5,6.5,63.5,8.8,0,1014.812119
20171016,14.1,11.6,18.1,0,1.3,9.1,72.5,4.1,0,1031.930583
20171017,14.5,10.5,18.4,0,1.3,10.3,76.6,6.3,0,1027.771996
20171018,14.3,11.9,17.8,0,1.8,10,75.9,0.7,0,1034.0123
20171019,13.9,9.5,18.9,0,1.2,10.8,81.9,6.4,0,1008.753385
20171020,13.8,9.4,18.5,0,1.3,10,79,10.1,0,1039.15792
20171021,14.4,9.3,20.5,0,1.3,10.6,78.8,10,0,1037.594212
20171022,14,8.5,16.7,3.2,4.1,8.8,71.9,0.6,0,996.8334023
20171023,11.3,6.3,15,0,2.9,4.5,64.1,7.1,0,1022.351146
20171024,11.2,5.1,17.2,0,1.4,5,66.8,10,0,997.654287
20171025,13.2,6.9,19.4,0,1.3,6,63,10,0,1029.942563
20171026,13.9,9.6,18.8,0,1.1,7.6,66.6,2.4,0,1015.069491
20171027,14.4,11.2,18.5,0,1.8,8.9,70.1,8.6,0,1031.73926
20171028,15,11.7,19.5,0,1.6,12,83.3,6.6,0,993.5620863
20171029,13.4,7.9,21.2,37.3,2.9,8,72.6,5.1,0,1038.092612
20171030,8.3,4.3,12.9,0,1.3,-2.1,48.9,10,0,1026.056794
20171031,12.3,4,18.3,0,1.7,-2.2,37.1,10.1,0,1018.218963
20171101,16,13.3,18.9,0,3.1,5,48.6,1.2,0,1036.645281
20171102,16.5,13.4,20.4,0,1.2,8.3,59.1,6,0,995.4649491
20171103,12.4,4.5,17.2,20.9,2.8,9,81,0.4,0,1000.220903
20171104,8.7,4.2,12.6,18.1,1.8,-0.5,56.1,7.2,0,1018.144631
20171105,11.2,4.8,15.9,0,1.7,-2.8,38.3,9.8,0,1030.885795
20171106,14.3,9.1,19.1,0,1.7,2.3,44.6,9.6,0,1020.447443
20171107,16.8,11.9,19.7,0,1.7,6.8,52.3,8.7,0,1018.241134
20171108,16,9.8,20.3,0,2.3,0.6,37.6,9.1,0,1009.287368
20171109,10,6.1,15,0,1.3,2.5,61.1,9.3,0,1037.694067
20171110,12.3,6.7,19.4,1.1,3,1.1,47.1,5.4,0,999.2283489
20171111,7.2,2.9,12.1,0,1.7,-4.7,42.9,9.5,0,1009.000163
20171112,7.8,1,13.2,0,1.3,-4.4,42.3,9.5,0,1000.63973
20171113,11.6,6.2,15,0,1.9,1,48.8,3.5,0,1008.086744
20171114,9.4,4.9,13.5,0,2.5,-8.8,28,9.1,0,1021.081374
20171115,4,-0.1,7,0,2.9,-13,28.8,9,0,1009.999177
20171116,3,-2.1,7.8,0,1.5,-15.3,25.3,9.4,0,989.6958681
20171117,6.4,-0.3,11.8,0,1.8,-7.3,37.9,2.9,0,1000.234347
20171118,0.8,-2.5,6.5,0,3.3,-11.3,40.9,8.8,0,1003.049304
20171119,0.3,-4,4.7,0,3.1,-19.6,21.6,9.2,0,970.197518
20171120,1.9,-1.6,6.3,0,2.8,-11.8,37.4,7.1,0,1002.161447
20171121,4,-2.6,10.7,0,1.5,-10.5,36.1,9.2,0,1016.510904
20171122,6.7,3.1,10.7,0,3,-3.9,47.8,5,0,1010.308848
20171123,1.9,-0.9,4.8,0,2.7,-14.4,29,9,0,999.1574565
20171124,0.5,-2.8,4.1,0,2.7,-14.1,34.4,8.9,0,1023.224116
20171125,4.3,-2.8,9.8,1.1,1.7,-3.9,56.5,7.2,0,1017.015069
20171126,4.6,0.7,8.1,0,1.6,-4.1,53.6,4,0,991.8390203
20171127,4.7,0,10.6,0,1.5,-3.3,56.6,8.9,0,1013.592404
20171128,10.5,3,14.7,0,2.5,0.4,50.9,5.2,0,1001.950738
20171129,8.8,4.7,13.5,0,2.2,-5.4,38.3,8.1,0,1021.356689
20171130,2.7,-2.4,6.6,0,1.8,-19.9,17.6,8.3,0,1006.482158
20171201,-0.5,-4,3.4,0,2.2,-16.9,28.5,8.6,0,1044.297182
20171202,3.8,-1.9,7.1,0,1.6,-10,36.1,9,0,1041.869767
20171203,6.8,3.8,9.6,0,1.9,-1.6,55.1,5.7,0,1060.642909
20171204,2.8,-3.2,6.5,0,2,-13.5,31.8,8.6,0,1033.826406
20171205,-3.3,-7,0.6,0,2.1,-20.9,25,9,0,1063.258258
20171206,1.4,-4.1,6.3,0,1.4,-8.8,47.4,8.5,0,1073.264392
20171207,3,-2.2,7.9,0,1.8,-11.4,36.4,8.5,0,1032.226182
20171208,-0.7,-4.7,4.5,0,2.1,-15,34.4,7.9,0,1073.075996
20171209,1.6,-3.2,5.3,0,1.6,-11.6,37.3,8.8,0,1060.493839
20171210,3.7,-0.7,8.1,0.5,2.3,-6,50.8,2.1,0,1052.522322
20171211,-5.5,-7.9,-0.7,0,4.6,-24,22,8.8,0,1037.253323
20171212,-5.8,-9,-3,0,4.1,-25.3,20.1,8.9,0,1041.892762
20171213,-3.7,-8,2.3,0,1.9,-21.5,24.1,8.9,0,1060.692598
20171214,-0.8,-5.7,4.3,0,1.5,-13,40.1,5.2,0,1056.47767
20171215,1.4,-3,4.4,0,2,-15.5,31.8,1.9,0,1042.600436
20171216,-3.3,-8.1,1,0,3.4,-19.7,28.3,8.2,0,1046.294084
20171217,-4.6,-9.9,-0.6,0,2.2,-21.4,26.5,8.8,0,1050.415022
20171218,0.5,-4.4,4.3,0,2.7,-8.5,51.8,7.1,0,1065.389869
20171219,-1.8,-4.2,1.6,0,2.3,-18.9,26.6,8.4,0,1054.980412
20171220,0.3,-5.2,4.5,0,2.2,-11.1,43,8.1,0,1056.111801
20171221,1.9,-2.9,6.7,0,1.6,-10,42.4,8.8,0,1042.824035
20171222,5.8,-0.3,10.4,0,2.3,-4.7,47.5,8.4,0,1108.223567
20171223,8.3,5.1,11.4,0,1.9,-3.6,43.1,7.9,0,1085.037892
20171224,4.6,1,9.2,9.4,1.9,-0.8,70.6,0,0,1107.029708
20171225,0,-2.1,3.6,0,2.3,-13.1,37.4,8.8,0,1084.789357
20171226,-2,-6.4,1.8,0,2.7,-19.2,27.4,8.7,0,1064.899554
20171227,-3,-7,0.5,0,2.6,-23.3,19.6,8.9,0,1049.262467
20171228,0.5,-5.2,4.2,0,1.5,-11.6,40.5,8.8,0,1074.717195
20171229,4.7,-0.3,9,0,1.5,-5.2,49.6,8.2,0,1050.961197
20171230,3.7,-0.2,7.5,0,1.4,-1.6,68.6,2.4,0,1064.577775
20171231,2.6,-1.3,5.5,0,3.1,-13.1,33.5,8.4,0,1085.981044
20180101,1,-3.2,4.2,0,2.6,-18.9,21.3,8.9,0,1174.105382
20180102,1.5,-2.1,5.6,0,2.9,-18.4,21.8,8.5,0,1134.816993
20180103,-1.6,-5.5,3.3,0,1.6,-17.1,29.9,8.9,0,1163.668797
20180104,-1,-5.7,2.2,0,1.5,-9.5,53.3,0.6,0,1193.337256
20180105,1.5,-1.4,7.2,0,1.2,-10.3,45.4,7.2,0,1204.029667
20180106,0.8,-2.2,5.9,0,1.9,-13.9,32.4,8.9,0,1140.498865
20180107,2.2,-2.9,6.6,0,1.1,-7.6,50.1,4.5,0,1180.178219
20180108,4,-1.2,8.1,1.1,1.8,-6.3,48.9,1.7,0,1141.475627
20180109,-3.1,-4.9,-0.4,0.4,3.3,-14.8,40.1,8.5,0,1158.325825
20180110,-6.4,-9.8,-3.1,0,2.7,-20.6,32,9,0,1212.310537
20180111,-8.6,-11.9,-3.1,0,1.6,-21.8,34.1,9,0,1190.362888
20180112,-7.5,-14.1,-2.4,0,1.5,-23.4,29,9,0,1171.227463
20180113,-1.7,-7.4,3,0,1.5,-13,42,8.8,0,1144.02046
20180114,2.3,-5.6,6.8,0,1.6,-7.9,47.1,8.9,0,1180.164635
20180115,7.4,2.9,11.9,0,2.1,-4.2,45.1,8.2,0,1205.540708
20180116,6.6,3.4,9.4,0,2.1,-4.3,47.3,3.4,0,1137.275062
20180117,5.1,2.1,6.9,0,1.7,0,70.5,2.3,0,1184.071124
20180118,5.2,2.5,8,0,1.7,-11.1,31.9,1.4,0,1179.504457
20180119,3.1,-1.1,7.7,0,1.4,-14.8,25.8,8.3,0,1164.884911
20180120,4.2,1.2,7,0,2.2,-7.9,41.4,5.5,0,1204.754951
20180121,2.1,-0.8,5.5,0,1.8,-13.4,31.8,7.8,0,1186.87588
20180122,0,-2.8,3.1,2.4,2,-5.9,66.6,1.9,0,1195.399276
20180123,-9,-13.8,-1.7,0,2.9,-23.7,30.3,9.3,0,1166.760906
20180124,-12.3,-15.9,-8.4,0,2.4,-29.2,23.5,9.3,0,1172.903307
20180125,-10.8,-16.2,-4.9,0,2.1,-26,28,9.3,0,1199.912705
20180126,-10.4,-15.8,-5.2,0,2,-26.8,25.3,9.3,0,1162.027254
20180127,-4.7,-11.3,0.7,0,1.8,-20.2,28.9,9.4,0,1162.629928
20180128,-2.5,-6.4,1.4,0,2.6,-21.3,22.3,5.5,0,1150.273231
20180129,-6.7,-10.5,-2.6,0,2.7,-24.5,23.3,9.4,0,1162.231409
20180130,-3.3,-10.3,1,0,2.5,-17.2,34.4,9.5,0,1176.295047
20180131,-0.4,-3.2,2.1,0,1.6,-16,31.5,2.5,0,1176.207427
20180201,-2.7,-6.9,1.9,0,1.8,-14.4,40.3,9.6,0,1144.297522
20180202,-0.5,-5.4,3.2,0,2.7,-8,58.3,3.7,0,1145.875909
20180203,-3.4,-7.8,0.3,0,2.3,-17.8,33.8,9.3,0,1118.152976
20180204,-6.5,-9.4,-2,0,1.5,-21.3,31,8.7,0,1129.125035
20180205,-8,-11.7,-3.4,0,2,-24.6,26,9.8,0,1128.917346
20180206,-8.8,-13.2,-3.5,0,1.6,-24.2,28.6,9.7,0,1128.502135
20180207,-5.2,-11.3,0.2,0,1.9,-21.7,26.8,9.9,0,1130.689186
20180208,-1.4,-7.4,3.5,0,1.9,-20.5,23,9.5,0,1093.079159
20180209,2.9,-4.1,8.6,0,1.4,-9.4,40.6,7.4,0,1120.481174
20180210,2.6,-5.7,8,0,3.2,-14.1,30.6,7.2,0,1136.671965
20180211,-5.3,-8.4,-2.4,0,3.7,-25.2,19.8,9.1,0,1136.165225
20180212,-4.9,-9.1,-0.7,0,2.4,-22.2,24.9,10,0,1140.432918
20180213,0.1,-6.7,4.3,0,2.5,-14.3,33.3,9.9,0,1120.35417
20180214,6.5,2.7,10.5,0,2.8,-7.9,37.5,6.5,0,1133.847247
20180215,0,-3.9,5,0,1.8,-12.3,41.6,10,0,1104.844828
20180216,1.8,-5.5,7.6,0,2.1,-15.1,32.1,9.9,0,1117.527308
20180217,-0.5,-3.3,1.8,0,2.2,-21,20.6,10.1,0,1125.129434
20180218,0.1,-3.2,3.5,0,1.4,-15,33.4,7.1,0,1093.229033
20180219,2.8,-1.8,6.7,0,1,-7.8,46.1,7.2,0,1111.12588
20180220,2.9,-1.4,7.4,0,1.8,-13.2,30.9,8.7,0,1106.799058
20180221,-1.1,-3.9,2.4,0,2,-16.7,30.5,9.9,0,1116.260601
20180222,2.5,-3.1,7.5,0,1.7,-11.3,35.9,9.4,0,1093.447436
20180223,4.8,0.4,8.1,0,2.4,-3.8,55,9.2,0,1098.817567
20180224,0.3,-1.1,7.6,5.4,3.2,-2.9,80.5,1.8,0,1119.42605
20180225,0.1,-2,2.5,0,2,-2.4,83.3,3.2,0,1135.790076
20180226,1.6,-1.3,5.1,0,1.7,-2.8,72.6,7.9,0,1131.127487
20180227,3.3,-2.4,9.6,0,1.4,-0.2,79,3.8,0,1112.3571
20180228,3.1,-0.4,5.2,49,2.5,2.7,96.8,0,0,1144.405096
20180301,1.1,-2.7,5.3,0.6,3.6,-7.1,57.9,9.4,0,1061.177038
20180302,1.9,-6.2,6.6,0,1.5,-11.7,38.4,10.2,0,1101.212089
20180303,9.2,2.2,15.2,0,1.5,-1.5,47.9,10.3,0,1080.296705
20180304,9.2,4.4,14.3,16,2,5.4,78.8,0.5,0,1083.395001
20180305,0.3,-2.7,4.4,22,2.3,-2.6,82.5,0,0,1064.217272
20180306,1.1,-3.7,4.7,0,1.7,-2.4,77.1,7.1,0,1077.288736
20180307,2.5,-0.1,6.4,2.4,1.3,0.1,84.8,4,0,1085.657003
20180308,1.6,-0.2,3.4,9.4,2.2,0.2,90.8,0,0,1067.261283
20180309,1,-0.7,2.3,0,1.2,-2.1,80.1,0,0,1064.901071
20180310,4.9,-2.2,9.9,0,1.7,-1.5,66.1,9.9,0,1084.877096
20180311,4.9,0.9,7.6,0,2.5,-2,62.5,10.6,0,1091.470334
20180312,8.1,0,14.2,0,1.4,1.1,64.3,5,0,1091.595138
20180313,17.4,10.7,22.4,0,3.3,-1.2,30.8,6.3,0,1088.458819
20180314,16.5,11.2,19.7,0,1.8,6.6,52.6,0.7,0,1111.340583
20180315,13,2.2,22.6,2.7,3.1,6.9,69.6,3.9,0,1063.514693
20180316,1.4,-1.9,3.1,0.1,2.3,-4.9,63.1,0,0,1062.330231
20180317,4.1,-3.6,9,0,2.1,-1.8,66,1.5,0,1109.928333
20180318,8.2,4.6,10.7,0,1,0.7,59.9,0,0,1095.613224
20180319,6.6,4.9,8.4,1.8,2.3,1.6,72,0,0,1102.618162
20180320,2.4,0.6,5,0,3.6,-5.4,56.6,0.1,0,1099.158854
20180321,1.6,0.6,3,0,3.3,-4.5,63.5,0,0,1102.335238
20180322,3.1,-1.2,8.9,0,1.2,-5.9,52.8,10.8,0,1044.139851
20180323,7.4,-1,11.6,0,2,-1.7,55.1,9.8,0,1088.393131
20180324,12.9,8.1,18.5,0,2.2,-2.5,35.3,10.9,0,1132.737891
20180325,17.3,10.3,22.9,0,2.2,-3.8,24,11.2,0,1105.715306
20180326,19,15.2,24.7,0,2,0.3,28.9,10.4,0,1068.3441
20180327,19.3,11.3,24.7,0,2.2,2.9,34.3,10.3,0,1089.380782
20180328,20.1,17.6,23.8,0,3.3,3.1,33,4,0,1097.904118
20180329,11.5,5.7,18.5,0,2.3,4.1,62,7.4,0,1082.148491
20180330,8.9,4.7,13.9,0,1.9,5.1,77.4,8.9,0,1044.800363
20180331,12.7,5.1,20.6,0,1.8,5.7,66.8,8,0,1051.028136
20180401,17.4,13,22.8,0,2.3,6.8,51.3,5.4,0,1064.695812
20180402,16.7,6.4,25.6,0,2.6,8.4,61.9,9.8,0,1047.591362
20180403,14.1,7.7,22.6,1.6,2.3,8.2,69.4,6.6,0,1039.207693
20180404,5,3.7,7.7,22.6,1.8,3.4,89.9,0,0,1055.079476
20180405,5.2,4.5,5.9,11,1,4.2,93.9,0,0,1048.188068
20180406,6,3.3,11.1,5.7,2.7,0.8,72.4,5,0,1035.927971
20180407,5.3,3.7,8.9,0,3.3,-7.7,40.6,4.1,0,1062.298744
20180408,5.1,2.2,10.4,2.1,3,-5,53,5.9,0,1062.712728
20180409,9,2,15.3,0,1.6,-1.6,49.6,11.1,0,1054.34715
20180410,14.8,4.5,25.5,6,2.1,3.6,50.3,4.5,0,1047.01869
20180411,17.1,14,21.4,0,3.4,-1.5,30.4,11.8,0,1062.589592
20180412,14.2,10.8,21.5,0,2.4,-3,32.3,11.9,0,1031.362878
20180413,11.2,8,14.7,0,2.6,2.7,57.9,8.1,0,1036.029108
20180414,7.2,5.1,9.6,19.1,1.6,5.8,91.6,0,0,1064.925209
20180415,12,5.3,16.8,0,2.3,1.9,51.3,8.9,0,1033.287342
20180416,10.4,5.8,15,0,2.2,2.1,58,12.5,0,1064.366593
20180417,11.5,4.4,17,0,2,5.1,67.4,12,0,1063.642292
20180418,16.8,9.8,22.6,0,2,0.6,34.5,11.9,0,1056.896351
20180419,21.4,14.8,26.4,0,2.8,-1.2,23.4,9.6,0,1088.587351
20180420,16.9,12.4,20.9,0,1.4,9,60.6,11.6,0,1031.177688
20180421,23,15.6,32.5,0,1.4,0.7,25.6,10.2,0,1049.681866
20180422,12.3,7.7,22.8,4.8,3.6,2.9,59.6,1.3,0,1054.109669
20180423,7.6,5.5,9.5,56.8,2.1,6.6,93.6,0,0,1032.690529
20180424,8,4.2,10.7,12,2.8,5.9,87.1,0.3,0,1051.243936
20180425,10.9,2.5,17.3,0,1.5,4.1,65.4,12.6,0,1009.311831
20180426,17.1,6.4,25.8,0,1.8,4.5,51.4,10.1,0,1036.115263
20180427,13.2,7.1,18.5,0,2.4,2.3,49.3,12,0,1017.898864
20180428,19.1,6.1,28.4,0,1.9,3.3,42,11.4,0,1031.766319
20180429,22.9,16.7,29,0,2.3,4.3,30.5,10.1,0,1061.031994
20180430,19.1,12,28.6,0,2.4,6.9,51.9,8.9,0,1030.384946
20180501,13.4,9.3,18.4,0.6,1.2,10.8,85.1,6.9,0,1044.271991
20180502,9.7,5.5,13.5,16.6,2.6,7.9,89,0,0,1042.139971
20180503,11,5.2,15.2,0.6,2.7,2.5,57.5,2.2,0,1008.817611
20180504,18.1,11.8,23.4,0,4.8,-0.7,28.6,9.3,0,1044.116292
20180505,22.2,16.1,27.1,0,3.7,5.3,34.3,9.4,0,1022.267298
20180506,14.6,11.6,21.8,3.4,1.6,12.3,88.1,0,0,1059.303411
20180507,13.9,11.7,17.7,1.8,1.7,12.1,89.6,4.8,0,1015.585088
20180508,9.3,8.3,12.1,14.6,2.6,8.6,95.9,0,0,1006.471457
20180509,9.3,6.8,11.4,0,2,6.2,81.5,0,0,1003.429324
20180510,14.6,4.5,22.1,0,2,8.3,69.4,12.5,0,1009.777564
20180511,18,14.6,24.9,0,1.4,8.2,54.6,8.2,0,1080.893669
20180512,13.4,11.8,20.1,5.7,0.9,10.3,83,0,0,1019.149278
20180513,16.5,12.5,20.2,0,1,13.3,82.4,11.1,0,979.5918614
20180514,20.2,14.1,27.2,0,1.2,12.7,63.6,10.7,0,1064.573078
20180515,23.4,19.4,28.4,0,1.7,12.3,50.4,9.4,0,1014.414363
20180516,22.8,17.3,29.4,10.5,1.1,18.8,79.4,2.5,0,1037.809642
20180517,16.8,11.4,26.5,47.3,3,15.4,91.6,0,0,1020.627222
20180518,9.9,8.7,12.1,19.3,3.7,8.5,91.6,0,0,1045.74734
20180519,12.2,6.9,17.1,0,1.5,7.9,76.3,13.7,0,1035.528521
20180520,12.6,6.4,17.2,0,1.1,9.2,80.4,6,0,1019.788681
20180521,13.6,8.5,18,0,1.8,10,80.3,12.6,0,1049.274474
20180522,14.4,9.7,18,2.4,1.5,12.5,89.1,4.4,0,1036.573844
20180523,17,13.6,21.2,0.8,1.9,12.2,75.6,12.7,0,1020.338764
20180524,24.2,15.5,28.7,0,4,6.2,31.8,11.5,0,1039.530613
20180525,20.9,15.5,26.9,0,3.2,10.3,55.3,12.4,0,1018.06277
20180526,14.9,12.6,17.7,0,1.9,12.9,88.3,10.8,0,1003.740187
20180527,14.8,13.6,16.8,0,1.5,13.6,92.6,0,0,1041.66966
20180528,16.1,14.1,20.1,0,1.8,13.9,87.6,2.7,0,1031.941608
20180529,16.8,14.7,19.5,0,1.4,15.6,92.6,0,0,1017.107611
20180530,16.9,15.3,19.7,0,1.8,15.2,90.5,2,0,1005.140492
20180531,20,13.5,27.8,0,1,11.8,63.9,10.6,0,1044.674787
20180601,22.7,18.3,26.6,0,1.1,14.7,61.9,12.1,0,970.0444937
20180602,24.5,17.4,31.3,0,1.8,15.9,61.4,12.4,0,969.752971
20180603,24.6,18.6,30.3,0,1.4,11.7,45.6,11.9,0,966.8604666
20180604,23.6,19.2,29,0,1.5,13.1,53.3,6.3,0,1005.043093
20180605,23.7,19.2,28.3,0,1.9,14.2,57,10.4,0,1024.411058
20180606,23.1,18,28.8,0,1.7,15.7,65.3,11.8,0,988.6218479
20180607,25.2,19.3,31.4,0,1.2,15.2,55.5,8.5,0,981.6950559
20180608,22,18.5,27.5,0,1.4,15.9,69.8,10.2,0,1015.654835
20180609,17.4,16.3,19.3,1.5,1.7,15.3,87.6,0,0,1016.055897
20180610,15.9,15,18.2,7,2.1,14.8,93.5,0,0,999.9690009
20180611,15.7,14.2,17.9,1.2,1.2,13.4,86.9,0.4,0,987.8425773
20180612,16.7,13.7,20.7,0,1.4,12.1,75.1,10,0,1004.838236
20180613,17.1,14.4,20.1,0,1.4,14.2,84,1.2,0,1006.235293
20180614,17.4,16.2,18.5,0.5,2.6,15,86.1,0,0,992.7849839
20180615,16,14.2,18.8,1.3,1.1,14,88.6,0.1,0,1016.699517
20180616,16.5,13.5,19.9,0,1.8,13.1,81.1,5.5,0,994.7851539
20180617,17.3,13.2,21.3,0,1.7,14.3,83.4,5.7,0,1001.402881
20180618,18.4,15.1,21.8,0,1.2,16.4,88.8,12.2,0,994.8098963
20180619,20.6,15.2,26,0,1.4,16.4,78.6,2.1,0,1011.846039
20180620,21,17.1,27.8,0,2.3,15.7,72.9,12.4,0,989.5293498
20180621,23.2,16.7,29.3,0,2.2,12.5,52.4,12.3,0,969.2418742
20180622,27.3,21.2,32,0,2.5,11.4,38.4,11.8,0,997.1876223
20180623,26,21.9,33.7,0,1.3,14.6,50.1,6.3,0,1026.202198
20180624,27.4,21.1,33.9,0,3,15.9,51.9,10.8,0,991.5204865
20180625,22.2,19.3,27.9,0,1.6,18.8,82.5,6.6,0,1005.139859
20180626,19.3,18.5,20.2,18.6,2.3,18.5,95.4,0,0,1030.022424
20180627,24.4,18.5,32.5,0,2.2,19,74.1,8.6,0,997.9962496
20180628,23.9,19.2,29.1,16.4,1.3,19,75.8,4.1,0,994.5944056
20180629,22.7,18.6,28.2,0,1.3,19.7,84.5,11.7,0,996.5908647
20180630,22.2,20.2,25.5,0,1,20.5,90.4,3.4,0,1003.509263
20180701,20.7,20.3,22,53.2,1.2,20.2,97.6,0,0,1001.928921
20180702,21.6,20.4,24,17.8,0.9,20.9,96,0,0,1023.551488
20180703,23.4,21.5,27.6,0.4,1.9,21.6,90.3,6.4,0,1028.378465
20180704,21.9,20.2,24.7,17.1,2.4,20.9,94.3,1.4,0,1010.243102
20180705,19.6,19.1,20.4,32.7,1.7,19.1,96.9,0,0,990.5340848
20180706,18.3,17.4,19.4,11.2,3.8,16.7,91,0,0,1018.714648
20180707,16.7,14.8,20,2.5,2.2,14,84.6,2.7,0,1024.4172
20180708,17.5,15.1,20.5,0,1.2,13.3,77.1,0.2,0,1016.214968
20180709,17.9,16.4,20.2,11.3,0.8,16.1,89.6,0,0,1020.019673
20180710,18.7,17.6,19.9,12.3,0.5,18.1,96.8,0,0,1022.114781
